name,address,address,city,state,postal_code,telephone,price,rating_value,review_count,status,longitude,latitude,website,tags,days,hours,accommodations,unaccommodations
El Monumento,205 W 2nd St,Georgetown,TX,78626,(512) 591-7866,$11-30,3.5,849,1,-97.679404,30.642741,http://elmonumentogeorgetown.com,Mexican|Cocktail Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,3:00 PM - 9:00 PM|3:00 PM - 9:00 PM|3:00 PM - 9:00 PM|3:00 PM - 9:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 9:00 PM|,"Takes Reservations|Offers Takeout|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Classy|Moderate Noise|Casual Dress|Good for Groups|Good For Kids|Good for Dinner|Garage Parking, Street Parking, Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Best nights on Monday, Friday, Saturday|Happy Hour Specials|Full Bar|TV|Gender-neutral restrooms|",Accepts Android Pay|Accepts Apple Pay|Offers Catering|No Pool Table|No Smoking|Dogs Not Allowed|
Cork and Barrel Craft Kitchen and Microbrewery,4000 E Palm Valley Blvd,Round Rock,TX,78665,(512) 582-0155,,3.5,198,1,-97.621970,30.529767,https://corkandbarrelpub.com,Pubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,"Takes Reservations|Masks required|Staff wears masks|Outdoor Seating|Casual, Trendy, Classy|Good for Groups|Valet Parking, Private Lot Parking|Live Music|Best nights on Friday|Full Bar|TV|",Not Good For Dancing|No Pool Table|
Humble Pint Brewing,11880 Hero Way WSte 208,Leander,TX,78641,(512) 337-5007,$11-30,4,36,1,-97.869300,30.578181,https://humblepint.com,Pizza|Brewpubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|12:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 10:00 PM|12:00 PM - 9:00 PM|12:00 PM - 8:00 PM|,Offers Takeout|Masks required|Staff wears masks|Outdoor Seating|Good For Kids|,
The Brass Tap - Round Rock,204 E Main St,Round Rock,TX,78664,(512) 341-2337,Moderate,4,295,1,-97.677563,30.509283,http://www.thebrasstap.com/roundrock,Pubs|Beer Bar|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 12:00 AM ()|11:00 AM - 12:00 AM ()|11:00 AM - 12:00 AM ()|11:00 AM - 12:00 AM ()|11:00 AM - 1:00 AM ()|11:00 AM - 1:00 AM ()|11:00 AM - 12:00 AM ()|,"Staff wears masks|Accepts Credit Cards|Outdoor Seating|Casual, Classy|Moderate Noise|Good for Groups|Garage Parking, Street Parking|Bike Parking|Free Wi-Fi|Live Music|Best nights on Thursday, Friday, Saturday|Happy Hour Specials|Full Bar|Smoking Outside Only|Dogs Allowed|Wheelchair Accessible|TV|Heated outdoor seating|Covered outdoor seating|",No Reservations|Masks required|Accepts Apple Pay|Not Good For Dancing|Not Good For Working|No Pool Table|
Red Horn Coffee House and Brewing Company,13010 W Parmer LnSte 800,Cedar Park,TX,78613,(512) 986-7038,Moderate,4.5,470,1,-97.780498,30.534124,http://www.redhornbrew.com,Coffee & Tea|Pubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 10:00 PM|7:30 AM - 10:00 PM|7:30 AM - 9:00 PM|,"Offers Takeout|Masks required|Accepts Credit Cards|Accepts Apple Pay|Outdoor Seating|Classy, Casual|Moderate Noise|Good for Groups|Good For Kids|Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Best nights on Thursday, Friday, Saturday|Beer & Wine Only|Drive-Thru|Dogs Allowed|TV|",No Reservations|No Delivery|Offers Catering|Not Good For Dancing|Not Good For Working|No Pool Table|No Happy Hour|No Smoking|
The Brewtique,401 Cypress Creek RdSte 100,Cedar Park,TX,78613,(512) 291-2622,,5,20,1,-97.820929,30.497568,https://www.thebrewtiquecedarpark.com,Beer Bar|Beverage Store|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|1:00 PM - 10:00 PM|1:00 PM - 10:00 PM|1:00 PM - 10:00 PM|12:00 PM - 11:00 PM|12:00 PM - 11:00 PM|12:00 PM - 8:00 PM|,Offers Takeout|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Outdoor Seating|Moderate Noise|Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Happy Hour Specials|Beer & Wine Only|Wheelchair Accessible|TV|Offers Military Discount|,No Reservations|No Delivery|Accepts Cryptocurrency|Offers Catering|No Smoking|
Pinthouse Pizza,2800 Hoppe Trl,Round Rock,TX,78681,(512) 717-0869,$11-30,4.5,390,1,-97.694052,30.539479,https://pinthouse.com/round-rock,Brewpubs|Pizza|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 10:00 PM|,"Offers Delivery|Offers Takeout|Masks required|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Loud|Offers Catering|Good for Groups|Good For Kids|Good for Working|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Happy Hour Specials|Beer & Wine Only|Wheelchair Accessible|TV|Gender-neutral restrooms|Offers Military Discount|Open to All|",No Reservations|Accepts Cryptocurrency|No Waiter Service|Dogs Not Allowed|
The Republic Kitchen + Bar,15609 Ronald Reagan Blvd,Leander,TX,78641,(512) 456-0940,Moderate,4,127,1,-97.800681,30.563112,https://www.therepublickitchen.com,"Bars|Beer, Wine & Spirits|Desserts|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 10:00 PM|,Offers Takeout|Staff wears masks|Accepts Credit Cards|Outdoor Seating|Moderate Noise|TV|,No Reservations|Accepts Apple Pay|
The Kenney Fort British Pub,3001 Joe Dimaggio BlvdSte 1400,Round Rock,TX,78665,(361) 268-1090,$11-30,4.5,141,1,-97.638342,30.523866,https://www.thekenneyfort.com,Pubs|British|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 11:00 PM|9:00 AM - 11:00 PM|9:00 AM - 8:00 PM|,"Takes Reservations|Offers Delivery|Offers Takeout|Vegan Options|Accepts Credit Cards|Accepts Apple Pay|Outdoor Seating|Casual, Trendy|Good for Groups|Good For Kids|Bike Parking|Waiter Service|Free Wi-Fi|Happy Hour Specials|Full Bar|Dogs Allowed|Wheelchair Accessible|TV|Offers Military Discount|",Masks required|Staff wears masks|Offers Catering|No Smoking|Heated outdoor seating|Covered outdoor seating|Private dining|
Red Horn Brewery and Roastery,1615 Scottsdale Dr Bldg 1Ste 110,Leander,TX,78641,(737) 843-7084,Moderate,4,22,1,-97.815416,30.550526,https://redhornbrew.com,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|,Offers Takeout|Good For Kids|Private Lot Parking|,
The Good Lot,2500 W New Hope Dr,Cedar Park,TX,78613,(512) 986-4037,,4.5,48,1,-97.864853,30.523573,http://www.thegoodlotcp.com,Beer Gardens|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|12:00 PM - 9:00 PM|,Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Good for Groups|Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Happy Hour Specials|Beer & Wine Only|Wheelchair Accessible|TV|Heated outdoor seating|Covered outdoor seating|,Masks required|No Smoking|
Leander Beer Market,106 W Willis St,Leander,TX,78641,(512) 271-7096,Under $10,4,152,1,-97.853944,30.579143,,Sports Bars|Beer Bar|Pizza|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,12:00 PM - 11:00 PM|12:00 PM - 11:00 PM|12:00 PM - 11:00 PM|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 11:00 PM|,"Offers Takeout|Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Good for Groups|Good for Dinner|Pool Table|Street Parking|Bike Parking|Live Music|Best nights on Wednesday, Thursday, Friday|Beer & Wine Only|Smoking Outside Only|TV|",No Reservations|No Delivery|Accepts Android Pay|Accepts Apple Pay|Offers Catering|Not Good For Kids|Not Good For Dancing|No Waiter Service|No Wi-Fi|
Salt Traders Coastal Cooking,2850 N Interstate Hwy 35,Round Rock,TX,78681,(512) 351-9724,$11-30,4.5,1154,1,-97.693180,30.539792,http://salttraderscc.com,Seafood|American (New)|Wine Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,"Takes Reservations|Offers Delivery|Offers Takeout|Masks required|Staff wears masks|Limited Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Classy, Casual|Moderate Noise|Casual Dress|Offers Catering|Good for Groups|Good For Kids|Good for Lunch, Dinner|Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Best nights on Monday, Thursday, Saturday|Happy Hour Specials|Full Bar|Wheelchair Accessible|TV|",Accepts Android Pay|Accepts Apple Pay|Dogs Not Allowed|
Tony C's Pizza and Beer Garden,3800 E Palm Valley BlvdSte 140,Round Rock,TX,78665,(512) 595-7050,,4,117,1,-97.624549,30.528882,https://www.tonycsbeergarden.com,Italian|Beer Gardens|Pizza|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,Masks required|Staff wears masks|Happy Hour Specials|TV|,
URBAN Eat.Drink,110 S Harris St,Round Rock,TX,78664,(512) 520-5570,$11-30,4,718,1,-97.681886,30.506865,http://www.urbaneatdrink.com,Cocktail Bars|American (New)|Breakfast & Brunch|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 3:00 PM|,"Takes Reservations|Offers Delivery|Offers Takeout|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Trendy, Classy, Casual|Moderate Noise|Casual Dress|Offers Catering|Good for Groups|Good For Kids|Good for Breakfast, Brunch, Lunch, Dinner|Garage Parking, Street Parking|Waiter Service|Free Wi-Fi|Live Music|Best nights on Wednesday, Thursday, Friday|Happy Hour Specials|Full Bar|Dogs Allowed|Wheelchair Accessible|TV|Gender-neutral restrooms|Heated outdoor seating|Covered outdoor seating|Private dining|",Masks required|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Not Good For Dancing|No Pool Table|No Bike Parking|No Smoking|
The Dig Pub,401 Cypress Creek Rd,Cedar Park,TX,78613,(512) 996-9900,$11-30,4,335,1,-97.820681,30.497995,http://www.thedigpub.com/,Pubs|American (New)|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 11:00 PM|4:00 PM - 11:00 PM|4:00 PM - 11:00 PM|4:00 PM - 11:00 PM|4:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|11:00 AM - 10:00 PM|,"Offers Takeout|Accepts Credit Cards|Outdoor Seating|Classy, Casual|Moderate Noise|Good for Groups|Good For Kids|Good for Dinner, Late Night|Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Live Music|Best nights on Thursday, Friday, Saturday|Happy Hour Specials|Beer & Wine Only|Smoking Outside Only|Wheelchair Accessible|TV|",No Reservations|No Delivery|Masks required|Staff wears masks|Accepts Apple Pay|Offers Catering|Not Good For Dancing|No Pool Table|No Drive-Thru|Heated outdoor seating|Covered outdoor seating|Private dining|
The League Kitchen and Tavern,10526 W Parmer Ln,Austin,TX,78717,(512) 366-5627,$11-30,4,491,1,-97.773712,30.497709,https://www.leaguekitchen.com,Bars|American (Traditional)|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,"Health Score|Takes Reservations|Offers Delivery|Offers Takeout|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Casual, Classy|Moderate Noise|Offers Catering|Good for Groups|Good For Kids|Good for Brunch, Lunch, Dinner|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Best nights on Monday, Friday, Saturday|Happy Hour Specials|Full Bar|TV|",Accepts Apple Pay|Not Good For Dancing|No Pool Table|Dogs Not Allowed|
Austin Steam Train Association,401 E Whitestone BlvdSte C-100,Cedar Park,TX,78613,(512) 477-8468,,3,113,1,-97.826849,30.523404,http://www.austinsteamtrain.org/,Trains|Historical Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 4:00 PM|9:00 AM - 4:00 PM|9:00 AM - 4:00 PM|9:00 AM - 4:00 PM|9:00 AM - 4:00 PM|8:30 AM - 10:00 AM|Closed|,Offers Military Discount|,No Wi-Fi|
Slap Box Pizzicheria,201 E Main StSte 102,Round Rock,TX,78664,(512) 580-0941,$11-30,4,395,1,-97.677314,30.508885,http://slapboxpizza.com,Bars|Pizza|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,"Offers Delivery|Offers Takeout|Vegan Options|Accepts Credit Cards|Outdoor Seating|Casual, Trendy|Loud|Good for Groups|Good For Kids|Good for Lunch, Dinner, Dessert|Garage Parking, Street Parking, Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Best nights on Friday, Saturday|Beer & Wine Only|TV|",No Reservations|Accepts Apple Pay|Offers Catering|Not Good For Dancing|No Pool Table|Dogs Not Allowed|
SHS BAR,1110 Discovery Blvd,Cedar Park,TX,78613,(512) 260-1200,,5,5,1,-97.820535,30.525966,http://www.marriott.com/hotels/travel/auscp-springhill-suites-austin-cedar-park/,Cocktail Bars|Sandwiches|Lounges|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,5:00 PM - 11:00 PM|5:00 PM - 11:00 PM|5:00 PM - 11:00 PM|5:00 PM - 11:00 PM|5:00 PM - 11:00 PM|5:00 PM - 11:00 PM|Closed|,Accepts Credit Cards|Outdoor Seating|Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Full Bar|Smoking Outside Only|Wheelchair Accessible|TV|,No Reservations|No Delivery|No Takeout|Offers Catering|Dogs Not Allowed|
Alamo Drafthouse Cinema Lakeline,14028 N US Highway 183Bldg F,Austin,TX,78717,(512) 861-7070,$11-30,3.5,559,1,-97.804158,30.475438,https://drafthouse.com/austin/theater/lakeline,Claimed|Bars|Cinema|Dinner Theater|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|,"Health Score|Takes Reservations|Offers Delivery|Offers Takeout|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Classy, Casual|Moderate Noise|Casual Dress|Good for Groups|Good For Kids|Good for Late Night|Private Lot Parking|Bike Parking|Free Wi-Fi|Best nights on Wednesday, Friday, Saturday|Full Bar|Wheelchair Accessible|TV|",Accepts Android Pay|Accepts Apple Pay|Not Good For Dancing|No Pool Table|Dogs Not Allowed|
Twin Peaks Round Rock,100 Louis Henna Blvd,Round Rock,TX,78664,(512) 283-7325,$11-30,3.5,339,1,-97.672997,30.481598,https://twinpeaksrestaurant.com/locations/round-rock-tx,American (Traditional)|Sports Bars|American (New)|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 12:00 AM ()|11:00 AM - 12:00 AM ()|11:00 AM - 12:00 AM ()|11:00 AM - 12:00 AM ()|11:00 AM - 1:00 AM ()|11:00 AM - 1:00 AM ()|11:00 AM - 12:00 AM ()|,"Offers Delivery|Offers Takeout|Masks required|Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Good for Groups|Good for Lunch, Dinner, Late Night|Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Best nights on Wednesday, Thursday, Friday|Happy Hour Specials|Full Bar|Smoking Outside Only|TV|",No Reservations|Accepts Android Pay|Accepts Apple Pay|Offers Catering|Not Good For Kids|No Pool Table|
The Golden Rule,606 S Church St,Georgetown,TX,78626,(512) 843-5900,$11-30,4,104,1,-97.676240,30.637818,https://www.goldenrulegtx.com,Cocktail Bars|Sandwiches|American (New)|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 8:00 PM|,Takes Reservations|Offers Takeout|Staff wears masks|Accepts Credit Cards|Outdoor Seating|Classy|Moderate Noise|Casual Dress|Good for Groups|Street Parking|Waiter Service|Free Wi-Fi|Best nights on Saturday|Happy Hour Specials|Full Bar|Wheelchair Accessible|Gender-neutral restrooms|Offers Military Discount|Open to All|Heated outdoor seating|Covered outdoor seating|Private dining|,No Delivery|Masks required|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Offers Catering|No Bike Parking|No Smoking|Dogs Not Allowed|No TV|
BJ's Restaurant and Brewhouse,4201 N Interstate 35,Round Rock,TX,78664,(512) 868-5705,$11-30,2.5,468,1,-97.691721,30.561088,http://www.bjsrestaurants.com/locations/tx/round-rock,American (New)|Breweries|Pizza|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 12:00 AM ()|11:00 AM - 12:00 AM ()|11:00 AM - 11:00 PM|,"Takes Reservations|Offers Takeout|Masks required|Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Accepts Android Pay|Outdoor Seating|Casual|Moderate Noise|Offers Catering|Good for Groups|Good For Kids|Good for Lunch, Dinner|Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Happy Hour Specials|Full Bar|Wheelchair Accessible|TV|Heated outdoor seating|",Accepts Apple Pay|Dogs Not Allowed|Covered outdoor seating|
Shooters Billiards and Sports Bar,601 E Whitestone Blvd,Cedar Park,TX,78613,(512) 260-2060,Inexpensive,3,72,1,-97.824891,30.523921,http://www.shootersbilliards.net,Pool Halls|Sports Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 2:00 AM ()|11:00 AM - 2:00 AM ()|11:00 AM - 2:00 AM ()|11:00 AM - 2:00 AM ()|11:00 AM - 2:00 AM ()|11:00 AM - 2:00 AM ()|11:00 AM - 2:00 AM ()|,"Masks required|Accepts Credit Cards|Outdoor Seating|Classy, Casual|Moderate Noise|Good for Groups|Good For Dancing|Pool Table|Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Best nights on Monday, Wednesday, Saturday|Happy Hour Specials|Full Bar|Smoking Allowed|TV|",No Reservations|Accepts Apple Pay|
High Country Market and GastroPub,3701 Gattis School Rd,Round Rock,TX,78664,(512) 827-7786,$11-30,3.5,267,1,-97.616390,30.496806,http://www.highcountrymarket.com,Grocery|Beer Bar|Gastropubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,8:00 AM - 9:00 PM|8:00 AM - 9:00 PM|8:00 AM - 9:00 PM|8:00 AM - 9:00 PM|8:00 AM - 9:00 PM|8:00 AM - 9:00 PM|10:00 AM - 8:00 PM|,"Takes Reservations|Offers Delivery|Accepts Credit Cards|Accepts Android Pay|Outdoor Seating|Classy, Casual|Moderate Noise|Offers Catering|Good for Groups|Good For Kids|Good for Breakfast, Lunch, Dinner|Private Lot Parking|Bike Parking|Free Wi-Fi|Best nights on Monday, Saturday|Beer & Wine Only|Smoking Outside Only|TV|",Accepts Apple Pay|Accepts Cryptocurrency|Not Good For Dancing|No Pool Table|
