name,address,address,city,state,postal_code,telephone,price,rating_value,review_count,status,longitude,latitude,website,tags,days,hours,accommodations,unaccommodations
4th Tap Brewing Co-op,10615 Metric Blvd,Austin,TX,78758,(512) 904-9817,Moderate,4.5,143,1,-97.711843,30.385108,http://4thtap.coop/,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 10:00 PM|4:00 PM - 9:00 PM|4:00 PM - 9:00 PM|4:00 PM - 9:00 PM|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|1:00 PM - 12:00 AM ()|,"Health Score|Offers Delivery|Offers Takeout|Masks required|Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Moderate Noise|Good For Kids|Street Parking, Private Lot Parking|Bike Parking|Dogs Allowed|Wheelchair Accessible|Open to All|",Accepts Android Pay|Accepts Apple Pay|Offers Catering|
Willard's Brewery,2400 Patterson Industrial Dr,Austin,TX,78660,(512) 910-4099,,5,17,1,-97.628410,30.402094,http://www.willardsbrewery.com,Beer Gardens|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|,"Masks required|Staff wears masks|Accepts Credit Cards|Outdoor Seating|Good for Groups|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Happy Hour Specials|Beer & Wine Only|Wheelchair Accessible|TV|Gender-neutral restrooms|Offers Military Discount|Open to All|Heated outdoor seating|Covered outdoor seating|",No Smoking|
Adelbert's Brewery,2314 Rutland DrSte 100,Austin,TX,78758,(512) 662-1462,Moderate,4.5,206,1,-97.719928,30.382354,http://adelbertsbeer.com,Breweries|Venues & Event Spaces|Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|4:00 PM - 8:00 PM|,"Offers Takeout|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Moderate Noise|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Dogs Allowed|Wheelchair Accessible|Gender-neutral restrooms|Offers Military Discount|Open to All|Covered outdoor seating|",Masks required|Staff wears masks|Offers Catering|
The Growler Bar and Kitchen,1300 FM 685Ste 100,Pflugerville,TX,78660,(512) 969-5043,$11-30,4.5,184,1,-97.606654,30.449241,https://txgrowlerbar.com,Beer Bar|Pizza|Chicken Wings|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 9:00 PM|,"Health Score|Offers Takeout|Staff wears masks|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Outdoor Seating|Casual, Trendy|Moderate Noise|Good for Groups|Good For Kids|Good for Dinner|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Best nights on Tuesday, Friday, Saturday|Beer & Wine Only|Smoking Outside Only|Dogs Allowed|Wheelchair Accessible|TV|",No Reservations|Accepts Cryptocurrency|Not Good For Dancing|No Pool Table|No Waiter Service|
Red Horn Coffee House and Brewing Company,13010 W Parmer LnSte 800,Cedar Park,TX,78613,(512) 986-7038,Moderate,4.5,470,1,-97.780498,30.534124,http://www.redhornbrew.com,Coffee & Tea|Pubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 10:00 PM|7:30 AM - 10:00 PM|7:30 AM - 9:00 PM|,"Offers Takeout|Masks required|Accepts Credit Cards|Accepts Apple Pay|Outdoor Seating|Classy, Casual|Moderate Noise|Good for Groups|Good For Kids|Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Best nights on Thursday, Friday, Saturday|Beer & Wine Only|Drive-Thru|Dogs Allowed|TV|",No Reservations|No Delivery|Offers Catering|Not Good For Dancing|Not Good For Working|No Pool Table|No Happy Hour|No Smoking|
The Brewtique,401 Cypress Creek RdSte 100,Cedar Park,TX,78613,(512) 291-2622,,5,20,1,-97.820929,30.497568,https://www.thebrewtiquecedarpark.com,Beer Bar|Beverage Store|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|1:00 PM - 10:00 PM|1:00 PM - 10:00 PM|1:00 PM - 10:00 PM|12:00 PM - 11:00 PM|12:00 PM - 11:00 PM|12:00 PM - 8:00 PM|,Offers Takeout|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Outdoor Seating|Moderate Noise|Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Happy Hour Specials|Beer & Wine Only|Wheelchair Accessible|TV|Offers Military Discount|,No Reservations|No Delivery|Accepts Cryptocurrency|Offers Catering|No Smoking|
Tony C's Pizza and Beer Garden,3800 E Palm Valley BlvdSte 140,Round Rock,TX,78665,(512) 595-7050,,4,117,1,-97.624549,30.528882,https://www.tonycsbeergarden.com,Italian|Beer Gardens|Pizza|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,Masks required|Staff wears masks|Happy Hour Specials|TV|,
URBAN Eat.Drink,110 S Harris St,Round Rock,TX,78664,(512) 520-5570,$11-30,4,718,1,-97.681886,30.506865,http://www.urbaneatdrink.com,Cocktail Bars|American (New)|Breakfast & Brunch|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 3:00 PM|,"Takes Reservations|Offers Delivery|Offers Takeout|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Trendy, Classy, Casual|Moderate Noise|Casual Dress|Offers Catering|Good for Groups|Good For Kids|Good for Breakfast, Brunch, Lunch, Dinner|Garage Parking, Street Parking|Waiter Service|Free Wi-Fi|Live Music|Best nights on Wednesday, Thursday, Friday|Happy Hour Specials|Full Bar|Dogs Allowed|Wheelchair Accessible|TV|Gender-neutral restrooms|Heated outdoor seating|Covered outdoor seating|Private dining|",Masks required|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Not Good For Dancing|No Pool Table|No Bike Parking|No Smoking|
The Good Lot,2500 W New Hope Dr,Cedar Park,TX,78613,(512) 986-4037,,4.5,48,1,-97.864853,30.523573,http://www.thegoodlotcp.com,Beer Gardens|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|12:00 PM - 9:00 PM|,Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Good for Groups|Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Happy Hour Specials|Beer & Wine Only|Wheelchair Accessible|TV|Heated outdoor seating|Covered outdoor seating|,Masks required|No Smoking|
Salt Traders Coastal Cooking,2850 N Interstate Hwy 35,Round Rock,TX,78681,(512) 351-9724,$11-30,4.5,1154,1,-97.693180,30.539792,http://salttraderscc.com,Seafood|American (New)|Wine Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,"Takes Reservations|Offers Delivery|Offers Takeout|Masks required|Staff wears masks|Limited Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Classy, Casual|Moderate Noise|Casual Dress|Offers Catering|Good for Groups|Good For Kids|Good for Lunch, Dinner|Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Best nights on Monday, Thursday, Saturday|Happy Hour Specials|Full Bar|Wheelchair Accessible|TV|",Accepts Android Pay|Accepts Apple Pay|Dogs Not Allowed|
Slap Box Pizzicheria,201 E Main StSte 102,Round Rock,TX,78664,(512) 580-0941,$11-30,4,395,1,-97.677314,30.508885,http://slapboxpizza.com,Bars|Pizza|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,"Offers Delivery|Offers Takeout|Vegan Options|Accepts Credit Cards|Outdoor Seating|Casual, Trendy|Loud|Good for Groups|Good For Kids|Good for Lunch, Dinner, Dessert|Garage Parking, Street Parking, Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Best nights on Friday, Saturday|Beer & Wine Only|TV|",No Reservations|Accepts Apple Pay|Offers Catering|Not Good For Dancing|No Pool Table|Dogs Not Allowed|
600 Degrees Pizzeria and Draft House,124 E 8th St,Georgetown,TX,78626,(512) 943-9272,$11-30,4,982,1,-97.676161,30.636477,http://www.600degreespizzeria.com/,Pizza|Gastropubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,"Offers Delivery|Offers Takeout|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Accepts Apple Pay|Outdoor Seating|Hipster, Casual, Classy|Moderate Noise|Good for Groups|Good For Kids|Good for Lunch, Dinner|Street Parking|Bike Parking|Waiter Service|Free Wi-Fi|Happy Hour Specials|Beer & Wine Only|Dogs Allowed|Wheelchair Accessible|TV|",No Reservations|Accepts Android Pay|Offers Catering|
Mesquite Creek Outfitters,704 S Austin Ave,Georgetown,TX,78626,(512) 943-9253,Moderate,4,74,1,-97.678275,30.637206,http://www.mesquitecreekoutfitters.com,"Beer, Wine & Spirits|Outdoor Gear|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 11:00 PM|10:00 AM - 11:00 PM|1:00 PM - 8:00 PM|,Many Vegetarian Options|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Street Parking|Bike Parking|Wheelchair Accessible|,No Takeout|Offers Catering|Not Good For Kids|
Hopsquad Brewing,2307 Kramer Ln,Austin,TX,78758,(512) 220-0541,Moderate,4,45,1,-97.714558,30.391034,http://hopsquad.com,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|12:00 PM - 7:00 PM|12:00 PM - 7:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 7:00 PM|,Health Score|Offers Takeout|Masks required|Staff wears masks|Accepts Credit Cards|Moderate Noise|Private Lot Parking|Bike Parking|Dogs Allowed|Wheelchair Accessible|,Accepts Cryptocurrency|Offers Catering|
The Republic Kitchen + Bar,15609 Ronald Reagan Blvd,Leander,TX,78641,(512) 456-0940,Moderate,4,127,1,-97.800681,30.563112,https://www.therepublickitchen.com,"Bars|Beer, Wine & Spirits|Desserts|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 10:00 PM|,Offers Takeout|Staff wears masks|Accepts Credit Cards|Outdoor Seating|Moderate Noise|TV|,No Reservations|Accepts Apple Pay|
Slackers Brewing,12233 N Fm 620Ste 204,Austin,TX,78750,(512) 284-7639,,5,6,1,-97.814068,30.462239,https://slackersbrewing.com,Brewpubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 12:00 AM ()|12:00 PM - 12:00 AM ()|12:00 PM - 10:00 PM|,Offers Takeout|Accepts Credit Cards|Good For Kids|Happy Hour Specials|Wheelchair Accessible|Covered outdoor seating|,No Delivery|Masks required|Staff wears masks|Offers Catering|No Drive-Thru|Heated outdoor seating|
BackDraft Pizzeria,10001 Metric Blvd,Austin,TX,78738,(512) 387-1005,$11-30,4.5,317,1,-97.715958,30.379808,https://www.backdraftpizzeria.com,Pizza|Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,5:00 PM - 9:00 PM|5:00 PM - 9:00 PM|5:00 PM - 9:00 PM|5:00 PM - 9:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 8:00 PM|,"Offers Delivery|Offers Takeout|Staff wears masks|Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Offers Catering|Good for Groups|Good For Kids|Good for Lunch, Dinner|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Full Bar|Dogs Allowed|Wheelchair Accessible|TV|Women-owned|Offers Military Discount|Open to All|Covered outdoor seating|Private dining|",No Reservations|Masks required|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|No Waiter Service|No Happy Hour|Heated outdoor seating|
Oz. Tap House,10601 Ranch Rd 2222Ste H,Austin,TX,78730,(512) 366-5007,$11-30,4,181,1,-97.845344,30.393410,http://oztaphouse.com,Beer Gardens|Burgers|Tacos|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 11:00 PM|11:00 AM - 11:00 PM|11:00 AM - 10:00 PM|,"Health Score|Offers Delivery|Offers Takeout|Masks required|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Outdoor Seating|Casual, Trendy|Moderate Noise|Good for Groups|Good For Kids|Good for Dinner|Private Lot Parking|Bike Parking|Free Wi-Fi|Best nights on Tuesday, Thursday, Friday|Happy Hour Specials|Beer & Wine Only|Dogs Allowed|Wheelchair Accessible|TV|Women-owned|Open to All|Heated outdoor seating|Covered outdoor seating|",No Reservations|Not Good For Dancing|No Waiter Service|No Smoking|
Oskar Blues Brewery Taproom,10420 Metric BlvdSte 150,Austin,TX,78758,(512) 243-7054,Inexpensive,4,107,1,-97.714691,30.384299,https://www.oskarblues.com/location/austin-tx-oskar-blues-taproom/,Breweries|Music Venues|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|3:00 PM - 9:00 PM|3:00 PM - 9:00 PM|3:00 PM - 9:00 PM|3:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 7:00 PM|,Health Score|Offers Takeout|Accepts Credit Cards|Outdoor Seating|Moderate Noise|Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Dogs Allowed|Wheelchair Accessible|TV|Open to All|Covered outdoor seating|,No Delivery|Masks required|Staff wears masks|Accepts Android Pay|Accepts Apple Pay|Offers Catering|Not Good For Kids|Not Good For Working|No Happy Hour|No Smoking|
Hard Count Kitchen And Cocktails,1500 Rivery BlvdSte 2105,Georgetown,TX,78628,(512) 688-3530,$11-30,4.5,48,1,-97.686922,30.649425,https://hardcountgtown.com,Sports Bars|American (New)|Breakfast & Brunch|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 11:00 PM|10:00 AM - 11:00 PM|10:00 AM - 10:00 PM|,Takes Reservations|Offers Takeout|Outdoor Seating|Classy|Good for Groups|Waiter Service|Full Bar|Wheelchair Accessible|TV|,No Delivery|Masks required|Staff wears masks|Covered outdoor seating|
SLAB BBQ and Beer,9012 Research BlvdSte C4,Austin,TX,78758,(833) 752-2100,$11-30,4.5,1066,1,-97.724510,30.371446,https://dopebbq.com,Barbeque|Beer Bar|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 8:00 PM|11:00 AM - 8:00 PM|11:00 AM - 8:00 PM|11:00 AM - 8:00 PM|11:00 AM - 8:00 PM|11:00 AM - 8:00 PM|11:00 AM - 6:00 PM|,"Health Score|Offers Delivery|Offers Takeout|Masks required|Limited Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Offers Catering|Good for Groups|Good For Kids|Good for Lunch, Dinner|Private Lot Parking|Bike Parking|Best nights on Friday, Saturday|Happy Hour Specials|Beer & Wine Only|TV|Black-owned|Covered outdoor seating|",No Reservations|Accepts Apple Pay|Not Good For Dancing|No Pool Table|No Waiter Service|No Wi-Fi|Dogs Not Allowed|
Red Horn Brewery and Roastery,1615 Scottsdale Dr Bldg 1Ste 110,Leander,TX,78641,(737) 843-7084,Moderate,4,22,1,-97.815416,30.550526,https://redhornbrew.com,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|7:30 AM - 9:00 PM|,Offers Takeout|Good For Kids|Private Lot Parking|,
Circle Brewing Company,2340 W Braker LnSte B,Austin,TX,78758,(512) 814-7599,Moderate,4,77,1,-97.715448,30.391294,http://www.circlebrewing.com,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|4:00 PM - 9:00 PM|4:00 PM - 9:00 PM|4:00 PM - 9:00 PM|3:00 PM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 7:00 PM|,Health Score|Offers Takeout|Many Vegetarian Options|Accepts Credit Cards|Accepts Apple Pay|Moderate Noise|Private Lot Parking|Bike Parking|Drive-Thru|Dogs Allowed|Gender-neutral restrooms|Open to All|,Accepts Cryptocurrency|Offers Catering|
Pour House Pints And Pies,11835 Jollyville Rd,Austin,TX,78759,(512) 270-4740,$11-30,4,402,1,-97.755398,30.422844,http://pourhousepintsandpies.com,Pizza|Pubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 11:00 PM|3:00 PM - 11:00 PM|3:00 PM - 10:00 PM|,"Health Score|Masks required|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Classy, Casual|Moderate Noise|Offers Catering|Good for Groups|Good For Kids|Good for Lunch, Dinner|Private Lot Parking|Bike Parking|Waiter Service|Free Wi-Fi|Best nights on Wednesday, Friday, Saturday|Happy Hour Specials|Full Bar|Smoking Allowed|Wheelchair Accessible|TV|Covered outdoor seating|",No Reservations|No Delivery|No Takeout|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Not Good For Dancing|No Pool Table|Heated outdoor seating|Private dining|
The League Kitchen and Tavern,10526 W Parmer Ln,Austin,TX,78717,(512) 366-5627,$11-30,4,491,1,-97.773712,30.497709,https://www.leaguekitchen.com,Bars|American (Traditional)|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,"Health Score|Takes Reservations|Offers Delivery|Offers Takeout|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Casual, Classy|Moderate Noise|Offers Catering|Good for Groups|Good For Kids|Good for Brunch, Lunch, Dinner|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Best nights on Monday, Friday, Saturday|Happy Hour Specials|Full Bar|TV|",Accepts Apple Pay|Not Good For Dancing|No Pool Table|Dogs Not Allowed|
