name,address,address,city,state,postal_code,telephone,price,rating_value,review_count,status,longitude,latitude,website,tags,days,hours,accommodations,unaccommodations
Vintage Car Service,,Fredericksburg,TX,78624,(830) 202-1844,,5,25,Open for Business,0.0,0.0,https://www.vintagecarservicef…,Wine Tours|Town Car Service|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:30 AM - 6:00 PM|10:30 AM - 6:00 PM|10:30 AM - 6:00 PM|10:30 AM - 6:00 PM|10:30 AM - 6:00 PM|10:30 AM - 6:00 PM|12:00 PM - 5:00 PM|,,No Wi-Fi|
Austin Wine Tours,,Austin,TX,73301,(512) 537-2095,,4,13,Open for Business,0.0,0.0,http://www.winetoursaustintx.c…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|,,
Heart of Texas Wine Tours,,Marble Falls,TX,78654,(512) 755-0937,,4,32,Open for Business,30.546296,-98.104477,https://heartoftexaswinetours.…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|,,
Carter Creek Winery Resort and Spa,4064 W US Hwy 290,Johnson City,TX,78636,(877) 232-0138,,4,48,Open for Business,30.262913,-98.472120,https://www.cartercreek.com/?c…,Resorts|Wineries|Venues & Event Spaces|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Offers Delivery|Offers Takeout|Accepts Credit Cards|Private Lot Parking|Bike Parking|Free Wi-Fi|Wheelchair Accessible|,Offers Catering|
Texan Wine and Spirit Tours,201 Ranch Rd 1320,Johnson City,TX,78636,(830) 456-7682,,4.5,7,Open for Business,30.249339,-98.547133,,Wine Tours|Art Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|,,No Wi-Fi|
Cellar Rat Wine Tours,,Fredericksburg,TX,78624,(325) 374-8921,,5,64,Open for Business,30.275201,-98.871984,http://cellarratwinetours.com,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|,,
Cottonwood Wine Tours,,San Antonio,TX,78205,(210) 488-6867,,5,39,Open for Business,29.427447,-98.488419,http://www.cottonwoodwinetours…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 6:30 PM|10:00 AM - 6:30 PM|9:30 AM - 6:30 PM|9:30 AM - 6:30 PM|9:30 AM - 6:30 PM|10:00 AM - 6:30 PM|10:00 AM - 6:30 PM|,Masks required|Staff wears masks|Latinx-owned|Women-owned|Offers Military Discount|Open to All|,No Wi-Fi|
All About Central Texas,,Austin,TX,78749,(512) 784-2426,,5,2,Open for Business,0.0,0.0,http://www.allaboutcentraltexa…,Food Tours|Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|,,
Experience Texas Wine Tours,,Austin,TX,78752,(512) 783-8844,,5,2,Open for Business,0.0,0.0,http://experiencetexaswine.com,Wine Tours|Limos|Party Bus Rentals|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Staff wears masks|Accepts Credit Cards|Free Wi-Fi|,Masks required|
Fredericksburg Uncorked Wine Tours,588 FM 2093,Fredericksburg,TX,78624,(830) 998-6113,Pricey,5,30,Open for Business,30.251950,-98.904149,http://www.fredericksburguncor…,Wine Tours|Wine Tasting Room|Beer Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|,By Appointment Only|Accepts Credit Cards|Offers Catering|Bike Parking|Wheelchair Accessible|Gender-neutral restrooms|,No Takeout|Not Good For Kids|
Keep Austin Wet Party Bus Rentals,,Austin,TX,78734,(512) 815-5935,,5,5,Open for Business,30.308131,-97.681943,http://austinwetbus.com/,Party Bus Rentals|Wine Tours|Beer Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,8:30 AM - 8:30 PM|8:30 AM - 8:30 PM|8:30 AM - 8:30 PM|8:30 AM - 8:30 PM|8:30 AM - 8:30 PM|8:30 AM - 8:30 PM|8:30 AM - 8:30 PM|,Accepts Credit Cards|Open to All|,Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|No Wi-Fi|
Open Range Tours,275 Hill Top Dr,Fredericksburg,TX,78624,(830) 391-9336,,4.5,19,Open for Business,30.401053,-98.962296,http://www.openrangetours.com,Wine Tours|Beer Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,7:00 AM - 7:00 PM|7:00 AM - 7:00 PM|7:00 AM - 7:00 PM|7:00 AM - 7:00 PM|7:00 AM - 7:00 PM|7:00 AM - 7:00 PM|7:00 AM - 7:00 PM|,Offers Military Discount|,
Austin Nites Party Bus,,Austin,TX,78750,(512) 709-4391,,4,16,Open for Business,0.0,0.0,http://www.austinnitespartybus…,Party Bus Rentals|Wine Tours|Boating|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Accepts Credit Cards|Bike Parking|Free Wi-Fi|,Accepts Cryptocurrency|Not Wheelchair Accessible|
Grape and Grain Tasting Tours,,Fredericksburg,TX,78624,(830) 733-2422,,5,2,Open for Business,0.0,0.0,http://www.grapeandgraintastin…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|,,
Cool Bus Atx,,Lake Jackson,TX,77566,(832) 740-2665,,5,3,Open for Business,29.062037,-95.488268,https://cool-bus-atx.business.…,Bus Tours|Party Bus Rentals|Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,,Accepts Credit Cards|Accepts Cryptocurrency|No Wi-Fi|
Yellow Rose of Texas Wine Tours,,Fredericksburg,TX,78624,(210) 449-4382,,3.5,8,Open for Business,0.0,0.0,http://yellowroseoftexaswineto…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|,Paid Wi-Fi|,
Moon's Vineyard Voyage,1406 E Main StSte 200-252,Fredericksburg,TX,78624,(254) 913-7220,,5,11,Open for Business,30.259321,-98.854002,http://moonsvineyardvoyages.co…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:30 AM - 6:00 PM|,,
Wine Tour Austin Texas,,Austin,TX,78701,(512) 785-1078,,,,Open for Business,30.272921,-97.744386,http://winetouraustintx.com,Wine Tours|Limos|Party Characters|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Accepts Credit Cards|,Accepts Android Pay|Accepts Apple Pay|
