name,status,address,city,state,postal_code,longitude,latitude,telephone,price,rating_value,review_count,website,tags,day,hours,accommodations,unacommodations
El Gaucho Winery,21301 Kathy Ln,Spicewood,TX,78669,(512) 382-0620,$11-30,4.5,98,1,30.378361,-98.050082,http://www.elgauchowinery.com,Wineries|Venues & Event Spaces|Argentine|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|2:00 PM - 8:00 PM|2:00 PM - 9:00 PM|2:00 PM - 9:00 PM|2:00 PM - 8:00 PM|,Offers Takeout|Masks required|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Classy|Offers Catering|Good For Kids|Private Lot Parking|Bike Parking|Waiter Service|Beer & Wine Only|Dogs Allowed|Wheelchair Accessible|Gender-neutral restrooms|Offers Military Discount|Open to All|,No Reservations|No Delivery|Accepts Android Pay|Accepts Apple Pay|No Wi-Fi|No Happy Hour|No TV|
Hawk's Shadow Winery,7500 McGregor Rd,Dripping Springs,TX,78620,(866) 551-9463,Moderate,5,70,1,30.306645,-98.173106,http://www.hawksshadow.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|,Many Vegetarian Options|Accepts Credit Cards|Good For Kids|Private Lot Parking|Bike Parking|Wheelchair Accessible|Gender-neutral restrooms|Heated outdoor seating|Covered outdoor seating|,No Takeout|Masks required|Accepts Android Pay|Accepts Apple Pay|Offers Catering|No Happy Hour|
Flanigan's Texas Distillery and Winery,330 N Lampasas St,Bertram,TX,78605,(512) 777-3162,Moderate,5,19,1,30.745095,-98.055920,http://www.flaniganswineandspi…,"Wineries|Distilleries|Beer, Wine & Spirits|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|12:00 PM - 5:00 PM|12:00 PM - 5:00 PM|12:00 PM - 5:00 PM|Closed|,"Offers Takeout|Accepts Credit Cards|Accepts Apple Pay|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Dogs Allowed|Wheelchair Accessible|Open to All|",No Delivery|Accepts Android Pay|Accepts Cryptocurrency|Offers Catering|Not Good For Kids|No Happy Hour|
Spicewood Vineyards,1419 County Rd 409,Spicewood,TX,78669,(830) 693-5328,Moderate,4.5,110,1,30.458613,-98.190160,http://www.spicewoodvineyards.…,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|,Offers Delivery|Accepts Credit Cards|Private Lot Parking|Bike Parking|Dogs Allowed|Wheelchair Accessible|,No Takeout|Accepts Apple Pay|Offers Catering|Not Good For Kids|No Happy Hour|
Decadent Saint Winery,3547 West State Hwy 29,Bertram,TX,78605,(720) 289-5911,,5,2,1,30.746320,-98.104076,http://www.decadentsaint.com,Wine Tasting Room|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|12:00 PM - 7:00 PM|12:00 PM - 7:00 PM|12:00 PM - 6:00 PM|,Offers Takeout|Dogs Allowed|Covered outdoor seating|,Masks required|Staff wears masks|
Sloan + Parker,2900 N Quinlan Park RdSte 150,Austin,TX,78732,(512) 294-2416,,5,12,1,30.370198,-97.893680,https://sloanandparker.com,Wine Bars|Wine Tasting Room|Wine Tasting Classes|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|4:00 PM - 7:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|Closed|,Takes Reservations|Offers Delivery|Offers Takeout|Accepts Credit Cards|Outdoor Seating|Classy|Bike Parking|Free Wi-Fi|Live Music|Happy Hour Specials|Beer & Wine Only|Smoking Outside Only|Wheelchair Accessible|TV|,
Georgetown Winery,715 Main St,Georgetown,TX,78626,(512) 869-8600,Moderate,4,99,1,30.636861,-97.676730,http://www.georgetownwinery.co…,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:30 PM|11:00 AM - 6:30 PM|12:00 PM - 5:00 PM|,Masks required|Many Vegetarian Options|Accepts Credit Cards|Accepts Android Pay|Moderate Noise|Street Parking|Bike Parking|Gender-neutral restrooms|,No Takeout|Accepts Apple Pay|Offers Catering|Not Good For Kids|No Wi-Fi|
Barons Creek Wine Room,706 S Austin Ave,Georgetown,TX,78626,(512) 688-5755,,4.5,27,1,30.637238,-97.678307,https://baronscreekwineroom.co…,Wine Tasting Room|Wine Bars|Music Venues|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|2:00 PM - 9:00 PM|2:00 PM - 9:00 PM|2:00 PM - 9:00 PM|2:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 5:00 PM|,Outdoor Seating|Street Parking|Live Music|,
Stone House Vineyard,24350 Haynie Flat Rd,Spicewood,TX,78669,(512) 264-3630,Moderate,4,69,1,30.436453,-98.066027,http://www.stonehousevineyard.…,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,12:00 PM - 5:00 PM|Closed|Closed|12:00 PM - 5:00 PM|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|12:00 PM - 5:00 PM|,Many Vegetarian Options|Accepts Credit Cards|Private Lot Parking|Dogs Allowed|Gender-neutral restrooms|,No Takeout|Accepts Apple Pay|Offers Catering|Not Good For Kids|No Bike Parking|
Austin Steam Train Association,401 E Whitestone BlvdSte C-100,Cedar Park,TX,78613,(512) 477-8468,,3,103,1,30.523404,-97.826849,http://www.austinsteamtrain.or…,Trains|Historical Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 4:00 PM|9:00 AM - 4:00 PM|9:00 AM - 4:00 PM|9:00 AM - 4:00 PM|9:00 AM - 4:00 PM|8:30 AM - 10:00 AM|Closed|,Offers Military Discount|,No Wi-Fi|
Bell Springs Winery,3700 Bell Springs Rd,Dripping Springs,TX,78620,(512) 643-7398,Moderate,4,147,1,30.238971,-98.125869,http://www.bellspringswinery.c…,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|,"Masks required|Many Vegetarian Options|Accepts Credit Cards|Offers Catering|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Dogs Allowed|Wheelchair Accessible|Gender-neutral restrooms|Covered outdoor seating|",No Delivery|No Takeout|Accepts Android Pay|Accepts Apple Pay|Not Good For Kids|No Happy Hour|Heated outdoor seating|
Grape Creek Vineyards,101 W 7th St,Georgetown,TX,78626,(512) 863-4020,Moderate,3.5,91,1,30.637489,-97.677059,http://www.grapecreek.com/,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,12:00 PM - 6:30 PM|12:00 PM - 6:30 PM|12:00 PM - 6:30 PM|12:00 PM - 6:30 PM|12:00 PM - 6:30 PM|12:00 PM - 6:30 PM|12:00 PM - 5:00 PM|,Accepts Credit Cards|Street Parking|Bike Parking|,No Takeout|Accepts Apple Pay|Offers Catering|Not Good For Kids|Dogs Not Allowed|
Adelbert's Brewery,2314 Rutland DrSte 100,Austin,TX,78758,(512) 662-1462,Moderate,4.5,204,1,30.382354,-97.719928,http://adelbertsbeer.com,Breweries|Venues & Event Spaces|Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|4:00 PM - 8:00 PM|,"Offers Takeout|Staff wears masks|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Moderate Noise|Street Parking, Private Lot Parking|Bike Parking|Dogs Allowed|Wheelchair Accessible|Gender-neutral restrooms|Offers Military Discount|Open to All|",Masks required|Offers Catering|
KFire Winery and Vineyard,3059 Cr 212,Bertram,TX,78605,(512) 489-2929,,4.5,10,1,30.841977,-97.952816,,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 7:00 PM|12:00 PM - 6:00 PM|,,
Frog Pond Distillery,261 Frog Pond Ln,Dripping Springs,TX,78620,(512) 657-7977,,4.5,36,1,30.191815,-98.038451,http://frogponddistillery.com,Distilleries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|Closed|Closed|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|,Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Quiet|Good For Kids|Private Lot Parking|Wheelchair Accessible|Gender-neutral restrooms|Open to All|Covered outdoor seating|,No Delivery|No Takeout|Accepts Cryptocurrency|Offers Catering|No Bike Parking|
Wanderlust Wine Co.,610 N Interstate Hwy 35,Austin,TX,78701,(956) 212-7848,Moderate,4,58,1,30.266322,-97.735060,http://wanderlustwine.com,Wine Bars|Wine Tasting Room|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|,Takes Reservations|Offers Delivery|Offers Takeout|Accepts Credit Cards|Outdoor Seating|Moderate Noise|Good for Groups|Street Parking|Bike Parking|Free Wi-Fi|Live Music|Happy Hour Specials|Beer & Wine Only|Smoking Outside Only|Dogs Allowed|Wheelchair Accessible|TV|Offers Military Discount|Open to All|Covered outdoor seating|,Masks required|Staff wears masks|Accepts Cryptocurrency|Offers Catering|Heated outdoor seating|
The OASIS on Lake Travis,6550 Comanche Trl,Austin,TX,78732,(512) 266-2442,$11-30,2.5,2841,1,30.405502,-97.874142,http://www.oasis-austin.com,Tex-Mex|American (Traditional)|Venues & Event Spaces|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:30 AM - 9:00 PM|11:30 AM - 9:00 PM|11:30 AM - 9:00 PM|11:30 AM - 9:00 PM|11:30 AM - 9:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,"Offers Delivery|Offers Takeout|Masks required|Staff wears masks|Vegan Options|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Touristy, Classy, Casual|Moderate Noise|Offers Catering|Good for Groups|Good For Kids|Good for Dinner|Garage Parking, Private Lot Parking, Valet Parking|Bike Parking|Waiter Service|Happy Hour Specials|Full Bar|Wheelchair Accessible|TV|Heated outdoor seating|Covered outdoor seating|Private dining|",No Reservations|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|No Wi-Fi|Dogs Not Allowed|
Schitz Creek Distillery,101 County Rd 257,Liberty Hill,TX,78642,(512) 778-5990,,3.5,3,1,30.693089,-97.876369,http://www.schitzcreek.com,Distilleries|Wine Tasting Room|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|12:00 PM - 7:00 PM|12:00 PM - 6:00 PM|,Accepts Credit Cards|Wheelchair Accessible|,No Takeout|Offers Catering|No Bike Parking|No Wi-Fi|No Happy Hour|
Treaty Oak Distilling,16604 Fitzhugh Rd,Dripping Springs,TX,78620,(512) 599-0335,Moderate,4.5,300,1,30.246701,-98.054462,http://treatyoakdistilling.com,Distilleries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|12:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 9:00 PM|11:00 AM - 6:00 PM|,Offers Takeout|Masks required|Staff wears masks|Accepts Credit Cards|Moderate Noise|Offers Catering|Good For Kids|Private Lot Parking|Bike Parking|Happy Hour Specials|Wheelchair Accessible|Offers Military Discount|Heated outdoor seating|Covered outdoor seating|,No Delivery|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|
Hamilton Pool Vineyards,25711 Hamilton Pool Rd,Dripping Springs,TX,78663,(512) 400-4173,,4,9,1,30.347349,-98.150959,https://www.hamiltonpoolvineya…,Wineries|Venues & Event Spaces|Pumpkin Patches|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|11:00 AM - 6:00 PM|8:30 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|,Offers Delivery|Offers Takeout|Staff wears masks|Accepts Credit Cards|Offers Catering|Private Lot Parking|Bike Parking|Free Wi-Fi|Dogs Allowed|Wheelchair Accessible|Gender-neutral restrooms|Women-owned|Open to All|,No Happy Hour|
Texas Hill Country Olive Co.,2530 W Fitzhugh Rd,Dripping Springs,TX,78620,(512) 607-6512,Moderate,4.5,142,1,30.257567,-98.125054,http://www.texashillcountryoli…,Olive Oil|Tasting Classes|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 5:00 PM|10:00 AM - 5:00 PM|10:00 AM - 5:00 PM|10:00 AM - 5:00 PM|10:00 AM - 5:00 PM|10:00 AM - 5:00 PM|10:00 AM - 5:00 PM|,Offers Delivery|Offers Takeout|Accepts Credit Cards|Accepts Apple Pay|Moderate Noise|Offers Catering|Private Lot Parking|Bike Parking|Free Wi-Fi|Wheelchair Accessible|Gender-neutral restrooms|Women-owned|Offers Military Discount|,Masks required|Staff wears masks|Accepts Android Pay|Not Good For Kids|
Solaro Estate,13111 Silver Creek Rd,Dripping Springs,TX,78620,(832) 660-8642,Moderate,3,97,1,30.236832,-98.055137,http://www.solaroestate.com,Wineries|Music Venues|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 5:00 PM|,"Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Classy, Casual|Moderate Noise|Good for Groups|Private Lot Parking|Live Music|Beer & Wine Only|TV|",No Takeout|Accepts Android Pay|Accepts Apple Pay|Offers Catering|Not Good For Kids|No Bike Parking|
The Wine Cellar est. 2020,2300 Lohman's SpurSte 111,Lakeway,TX,78734,(512) 520-4021,,4.5,11,1,30.338941,-97.971206,https://www.winebarlakeway.com,"Beer, Wine & Spirits|Wine Tasting Room|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|10:00 AM - 10:00 PM|12:00 PM - 7:00 PM|,Masks required|Accepts Credit Cards|,
C.L. Butaud Wines,12345 Pauls Valley Rd,Austin,TX,78737,,,5,4,1,30.235888,-98.010599,http://clbutaud.com,Wine Tasting Room|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|Closed|1:00 PM - 7:00 PM|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|,,
Deep Eddy Vodka Tasting Room,2250 E Hwy 290,Dripping Springs,TX,78620,(512) 994-3534,Moderate,3.5,254,1,30.194249,-98.053194,http://www.deepeddyvodka.com,Distilleries|Wine Tasting Room|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|11:00 AM - 5:00 PM|12:00 PM - 5:00 PM|,Masks required|Staff wears masks|Accepts Credit Cards|Moderate Noise|Private Lot Parking|Bike Parking|Free Wi-Fi|Dogs Allowed|Wheelchair Accessible|Offers Military Discount|Open to All|,No Delivery|No Takeout|No Vegetarian Options|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Offers Catering|Not Good For Kids|No Happy Hour|
Iron Wolf Ranch and Distillery,101 County Rd 409,Spicewood,TX,78669,(512) 970-3203,Moderate,4.5,57,1,30.453874,-98.169038,http://ironwolfranch.com,Distilleries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|Closed|4:00 PM - 7:00 PM|12:00 PM - 8:00 PM|12:00 PM - 6:00 PM|,Offers Takeout|Accepts Credit Cards|Offers Catering|Good For Kids|Private Lot Parking|Bike Parking|Wheelchair Accessible|Gender-neutral restrooms|Heated outdoor seating|Covered outdoor seating|,No Delivery|Accepts Apple Pay|
Banner Distilling Company,13201 Jacobson RdSte 11,Manor,TX,78653,(512) 815-2326,Moderate,5,5,1,30.391166,-97.489825,http://bannerdistilling.com/ho…,Distilleries|Wineries|,||||||,||||||,By Appointment Only|,No Takeout|Not Good For Kids|
Hill Country Casitas,7400 Mcgregor Ln,Dripping Springs,TX,78620,(512) 829-1558,,5,17,1,30.304078,-98.174033,https://www.hillcountrycasitas…,Vacation Rentals|Venues & Event Spaces|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|Closed|Closed|,Accepts Credit Cards|Free Wi-Fi|Wheelchair Accessible|Gender-neutral restrooms|,
Inwood Estates Vineyards Inc,100 Via Francesco,Florence,TX,76527,(254) 793-3114,Moderate,3.5,8,1,30.843446,-97.729164,,Wineries|,||||||,||||||,Accepts Credit Cards|Bike Parking|,No Takeout|Not Good For Kids|
