name,address,address,city,state,postal_code,telephone,price,rating_value,review_count,status,longitude,latitude,website,tags,days,hours,accommodations,unaccommodations
Taste of the Hills,251 Circle Dr,Wimberley,TX,78676,(512) 667-0518,,5,21,1,-98.217400,30.042592,http://www.tasteofthehillstour…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|,,
Texan Wine and Spirit Tours,201 Ranch Rd 1320,Johnson City,TX,78636,(830) 456-7682,,4.5,7,1,-98.547133,30.249339,,Wine Tours|Art Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|,,No Wi-Fi|
ThunderDome Party Bus,,Austin,TX,78701,(512) 876-0066,,5,12,1,0.0,0.0,http://thunderdomepartybus.com,Party Bus Rentals|Tubing|Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|,Accepts Cryptocurrency|No Bike Parking|No Wi-Fi|Not Wheelchair Accessible|
Discover Texas Wine Tours,,Austin,TX,78737,(512) 656-8299,,4.5,38,1,-97.743205,30.266919,http://discovertexaswine.com,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|,,
Austin Nites Party Bus,,Austin,TX,78750,(512) 709-4391,,4,16,1,0.0,0.0,http://www.austinnitespartybus…,Party Bus Rentals|Wine Tours|Boating|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,Accepts Credit Cards|Bike Parking|Free Wi-Fi|,Accepts Cryptocurrency|Not Wheelchair Accessible|
Cool Bus Atx,,Lake Jackson,TX,77566,(832) 740-2665,,5,3,1,-95.488268,29.062037,https://cool-bus-atx.business.…,Bus Tours|Party Bus Rentals|Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,,Accepts Credit Cards|Accepts Cryptocurrency|No Wi-Fi|
All About Central Texas,,Austin,TX,78749,(512) 784-2426,,5,2,1,0.0,0.0,http://www.allaboutcentraltexa…,Food Tours|Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|9:00 AM - 5:00 PM|,,
Save The World Brewing,1510 Resource Pkwy,Marble Falls,TX,78654,(830) 637-7654,Moderate,4.5,50,1,-98.265235,30.617741,http://www.savetheworldbrewing…,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,3:00 PM - 6:00 PM|3:00 PM - 6:00 PM|3:00 PM - 6:00 PM|3:00 PM - 7:00 PM|3:00 PM - 7:00 PM|12:00 PM - 6:00 PM|Closed|,Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Accepts Apple Pay|Moderate Noise|Private Lot Parking|Bike Parking|Dogs Allowed|Wheelchair Accessible|Gender-neutral restrooms|Women-owned|Open to All|,No Takeout|Accepts Android Pay|Offers Catering|
Bear King Brewing Co.,207 Ave G,Marble Falls,TX,78654,(830) 220-5083,$11-30,4,164,1,-98.274933,30.570273,https://www.bearkingbrewing.co…,Breweries|Burgers|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 8:00 PM|,Offers Takeout|Many Vegetarian Options|Accepts Credit Cards|Accepts Apple Pay|Outdoor Seating|Moderate Noise|Good For Kids|Private Lot Parking|Happy Hour Specials|Dogs Allowed|Wheelchair Accessible|TV|Covered outdoor seating|,No Delivery|Masks required|Staff wears masks|No Bike Parking|
Double Horn Brewing,208 Ave H,Marble Falls,TX,78654,(830) 693-5165,Moderate,3.5,359,1,-98.276814,30.571135,http://www.doublehornbrewing.c…,Brewpubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 9:00 PM|4:00 PM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 8:00 PM|,Offers Takeout|Masks required|Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Moderate Noise|Offers Catering|Good For Kids|Private Lot Parking|Bike Parking|Happy Hour Specials|Dogs Allowed|Wheelchair Accessible|Covered outdoor seating|,No Delivery|Accepts Apple Pay|Accepts Cryptocurrency|No Drive-Thru|Heated outdoor seating|
River City Grille,700 1st St,Marble Falls,TX,78654,(830) 798-9909,$11-30,3.5,405,1,-98.276825,30.568617,http://www.rivercitygrilletx.c…,American (Traditional)|Wine Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 8:00 PM|11:00 AM - 8:00 PM|11:00 AM - 8:00 PM|11:00 AM - 8:00 PM|11:00 AM - 9:00 PM|11:00 AM - 9:00 PM|11:00 AM - 8:00 PM|,"Takes Reservations|Offers Delivery|Offers Takeout|Masks required|Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Casual Dress|Offers Catering|Good for Groups|Good For Kids|Good for Lunch, Dinner|Private Lot Parking|Bike Parking|Free Wi-Fi|Best nights on Friday, Saturday, Sunday|Full Bar|TV|",Accepts Apple Pay|
Brass Hall,909 3rd St,Marble Falls,TX,78654,(830) 201-4380,Moderate,3,15,1,-98.278097,30.572576,http://www.brasshall.com,Music Venues|Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 2:00 AM ()|4:00 PM - 2:00 AM ()|4:00 PM - 2:00 AM ()|4:00 PM - 2:00 AM ()|4:00 PM - 2:00 AM ()|4:00 PM - 2:00 AM ()|4:00 PM - 2:00 AM ()|,"Takes Reservations|Accepts Credit Cards|Outdoor Seating|Casual|Moderate Noise|Good for Groups|Good For Dancing|Pool Table|Bike Parking|Free Wi-Fi|DJ, Background Music, Juke Box, Live Music, Karaoke|Best nights on Thursday, Friday, Saturday|Full Bar|Smoking Outside Only|Wheelchair Accessible|TV|",Accepts Android Pay|Accepts Apple Pay|Not Good For Kids|
