name,status,address,city,state,postal_code,longitude,latitude,telephone,price,rating_value,review_count,website,tags,day,hours,accommodations,unacommodations
ReRooted 210,623 Hemisfair BlvdSte 106,San Antonio,TX,78205,(254) 661-2721,Moderate,5,11,1,29.419039,-98.486828,http://rerootedwine.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,1:00 PM - 9:00 PM|Closed|Closed|1:00 PM - 9:00 PM|1:00 PM - 9:00 PM|1:00 PM - 9:00 PM|1:00 PM - 9:00 PM|,"Offers Takeout|Staff wears masks|Accepts Credit Cards|Garage Parking, Validated Parking|Bike Parking|Free Wi-Fi|Wheelchair Accessible|Covered outdoor seating|",No Delivery|Offers Catering|No Happy Hour|
San Antonio Wine Tours,,San Antonio,TX,78201,(210) 404-7112,,4.5,6,1,0,0,http://www.winetourssanantonio…,Wine Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|9:00 AM - 10:00 PM|,,
Lara Vineyard,27490 Smithson Valley Rd,San Antonio,TX,78261,(210) 541-2179,,4,17,1,29.705874,-98.423946,http://www.lara-vineyard.com,Wineries|Venues & Event Spaces|,||||||,||||||,Staff wears masks|Accepts Credit Cards|Free Wi-Fi|Wheelchair Accessible|,No Takeout|
Winery On The Gruene,1308 Gruene Rd,New Braunfels,TX,78130,(830) 608-1976,Moderate,4,101,1,29.739272,-98.105421,https://www.gruenewinery.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 6:00 PM|11:00 AM - 7:00 PM|11:00 AM - 7:00 PM|12:00 PM - 6:00 PM|,Offers Takeout|Masks required|Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Private Lot Parking|Bike Parking|Free Wi-Fi|Wheelchair Accessible|Gender-neutral restrooms|Open to All|,No Delivery|Accepts Cryptocurrency|Offers Catering|Not Good For Kids|No Happy Hour|
Helotes Creek Winery,14359 Old Bandera Rd,Helotes,TX,78023,(210) 878-4759,Inexpensive,4.5,45,1,29.576408,-98.690405,,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|Closed|2:00 PM - 8:00 PM|1:00 PM - 9:00 PM|12:00 PM - 6:00 PM|,Many Vegetarian Options|Accepts Credit Cards|Street Parking|Bike Parking|Free Wi-Fi|,No Takeout|Accepts Apple Pay|Offers Catering|Not Good For Kids|
La Cruz de Comal Wines,7405 Fm 2722,Canyon Lake,TX,78133,(830) 899-2723,Pricey,4.5,40,1,29.821400,-98.240596,http://www.lacruzdecomalwines.…,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|Closed|Closed|12:00 PM - 6:00 PM|12:00 PM - 6:00 PM|,Accepts Credit Cards|Accepts Apple Pay|Private Lot Parking|Gender-neutral restrooms|,No Takeout|Offers Catering|Not Good For Kids|No Bike Parking|
Medina River Winery,3179 FM 471 N,Castroville,TX,78009,(210) 319-3265,Moderate,4.5,13,1,29.417153,-98.889829,,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|6:00 PM - 8:00 PM|6:00 PM - 9:00 PM|12:00 PM - 9:00 PM|12:00 PM - 6:00 PM|,Offers Takeout|All staff fully vaccinated|Accepts Credit Cards|Good For Kids|Private Lot Parking|Free Wi-Fi|Dogs Allowed|Wheelchair Accessible|Covered outdoor seating|,Masks required|Staff wears masks|No Bike Parking|No Drive-Thru|
Craft Cruiser,4923 Spyglass View,San Antonio,TX,78247,(806) 535-3863,,5,9,1,29.590336,-98.399603,http://www.sacraftcruiser.com,Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|Open 24 hours|,,
Water 2 Wine New Braunfels,185 S Seguin Ave,New Braunfels,TX,78130,(830) 609-9463,Moderate,5,30,1,29.702355,-98.123381,https://www.water2wine.com,Wineries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|1:00 PM - 7:30 PM|1:00 PM - 7:30 PM|1:00 PM - 7:30 PM|12:00 PM - 8:00 PM|12:00 PM - 8:00 PM|Closed|,"Offers Takeout|Many Vegetarian Options|Accepts Credit Cards|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Gender-neutral restrooms|Women-owned|Covered outdoor seating|",Accepts Apple Pay|Offers Catering|Not Good For Kids|Heated outdoor seating|
Gray Line Tours - San Antonio,1343 Hallmark Dr,San Antonio,TX,78216,(800) 341-6000,,4.5,10,1,29.516508,-98.473069,http://www.graylinesa.com,Bus Tours|Historical Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,8:30 AM - 6:30 PM|8:30 AM - 6:30 PM|8:30 AM - 6:30 PM|8:30 AM - 6:30 PM|8:30 AM - 6:30 PM|8:30 AM - 6:30 PM|8:30 AM - 6:30 PM|,,No Wi-Fi|
JS Fine Wine and Spirits,638 W Rhapsody DrSte 1,San Antonio,TX,78216,(210) 349-5149,Moderate,5,39,1,29.551798,-98.501147,http://www.jsfinewines.com,"Beer, Wine & Spirits|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|10:00 AM - 7:00 PM|10:00 AM - 7:00 PM|10:00 AM - 7:00 PM|10:00 AM - 7:00 PM|10:00 AM - 7:00 PM|Closed|,Offers Delivery|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Private Lot Parking|Bike Parking|Wheelchair Accessible|Gender-neutral restrooms|Offers Military Discount|,No Takeout|Offers Catering|
In Contrada Vineyard and Kitchen,27490 Smithson Valley Rd,San Antonio,TX,78261,(210) 541-2179,,5,1,1,29.705866,-98.423691,https://incontradavineyard.com,Wine Tasting Room|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|Closed|Closed|2:00 PM - 8:00 PM|12:00 PM - 8:00 PM|Closed|,,
Texas Winos,,San Antonio,TX,78205,(888) 777-9037,,4,90,1,29.422658,-98.486991,http://www.winoevents.com,Tours|Party & Event Planning|,||||||,||||||,Accepts Credit Cards|,
Taste Elevated,405 US 90,Castroville,TX,78009,(830) 538-5079,Moderate,3.5,6,1,29.355196,-98.875969,http://tasteelevatedshop.com,Wine Tasting Room|Specialty Food|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|10:00 AM - 6:00 PM|Closed|,Accepts Credit Cards|Bike Parking|,No Takeout|Not Good For Kids|
Leaf and Barrel,1850 SH-46 WSte 105,New Braunfels,TX,78132,(830) 632-5883,,4.5,9,1,29.719983,-98.164372,https://leafandbarrelshops.com,"Tobacco Shops|Beer, Wine & Spirits|Coffee & Tea|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 8:00 PM|10:00 AM - 8:00 PM|10:00 AM - 8:00 PM|10:00 AM - 8:00 PM|10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|12:00 PM - 6:00 PM|,Accepts Credit Cards|,
Water 2 Wine,2007 W Martin StLift Fund Launch Center,San Antonio,TX,78207,(210) 474-0132,,,,1,29.431312,-98.514237,https://www.water2winesananton…,Wineries|Venues & Event Spaces|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|4:00 PM - 8:00 PM|1:00 PM - 6:00 PM|Closed|,"Offers Takeout|By Appointment Only|Accepts Credit Cards|Offers Catering|Street Parking, Private Lot Parking|Bike Parking|Wheelchair Accessible|Gender-neutral restrooms|Offers Military Discount|Open to All|",Accepts Apple Pay|Accepts Cryptocurrency|Dogs Not Allowed|
Lol Liquors,18838 Fm 2252,San Antonio,TX,78266,(210) 538-8802,,5,1,1,29.612571,-98.311453,,Wineries|Whiskey Bars|Cigar Bars|,||||||,||||||,,
Texas Beer Bus,,San Antonio,TX,78201,(832) 373-4316,,1.5,13,1,0,0,http://texasbeerbus.com,Bus Tours|,||||||,||||||,,
Cin Cin Wines,9330 Corporate Dr,Selma,TX,78154,(210) 651-1100,,,,1,29.589402,-98.305208,,Wineries|,||||||,||||||,,
ARC's Wine Plus,,San Antonio,TX,78259,(210) 602-8675,,3.5,9,1,0,0,http://www.arcswineplus.com,Wine Tours|Beer Tours|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|9:00 AM - 9:00 PM|,,
Grape Wine Company of Sa,1747 Citadel PlzSte 112,San Antonio,TX,78209,(210) 828-2222,,,,1,29.515190,-98.467806,,"Beer, Wine & Spirits|Wineries|",||||||,||||||,,
Total Wine and More,17530 La Cantera PkwySte 103,San Antonio,TX,78257,(210) 877-9155,Moderate,4,47,1,29.606367,-98.596179,http://www.totalwine.com,"Beer, Wine & Spirits|Tobacco Shops|Head Shops|",Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|10:00 AM - 9:00 PM|Closed|,Offers Delivery|Offers Takeout|Masks required|Accepts Credit Cards|Bike Parking|,Offers Catering|Dogs Not Allowed|
Ranger Creek Brewing and Distilling,4834 Whirlwind Dr,San Antonio,TX,78217,(210) 339-2282,Moderate,4.5,278,1,29.529550,-98.396952,http://www.drinkrangercreek.co…,Breweries|Tours|Bars|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,10:00 AM - 4:00 PM|10:00 AM - 4:00 PM|10:00 AM - 4:00 PM|10:00 AM - 4:00 PM|10:00 AM - 9:00 PM|12:00 PM - 9:00 PM|Closed|,"Takes Reservations|Offers Takeout|Many Vegetarian Options|Accepts Credit Cards|Accepts Android Pay|Accepts Apple Pay|Outdoor Seating|Casual|Moderate Noise|Good for Groups|Street Parking, Private Lot Parking|Bike Parking|Free Wi-Fi|Live Music|Best nights on Thursday, Friday, Saturday|Happy Hour Specials|Full Bar|Smoking Outside Only|Dogs Allowed|Wheelchair Accessible|TV|Gender-neutral restrooms|Offers Military Discount|Heated outdoor seating|Covered outdoor seating|",No Delivery|Masks required|Staff wears masks|Accepts Cryptocurrency|Offers Catering|Not Good For Kids|Not Good For Dancing|Not Good For Working|No Pool Table|
Weathered Souls Brewing,606 Embassy OaksSte 500,San Antonio,TX,78216,(210) 274-6824,Moderate,4.5,200,1,29.564446,-98.489351,http://weatheredsouls.beer,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|3:00 PM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|10:00 AM - 8:00 PM|,Offers Delivery|Offers Takeout|Masks required|Staff wears masks|Accepts Credit Cards|Moderate Noise|Private Lot Parking|Bike Parking|Dogs Allowed|Wheelchair Accessible|Covered outdoor seating|,Accepts Android Pay|Accepts Apple Pay|Offers Catering|Not Good For Kids|Not Good For Working|Heated outdoor seating|
Man Overboard Brewing,1203 Camden St,San Antonio,TX,78215,(210) 290-8474,,5,8,1,29.439887,-98.483512,,Brewpubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|Closed|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|12:00 PM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 9:00 PM|,,
Künstler Brewing,302 E Lachapelle,San Antonio,TX,78204,(210) 688-4519,$11-30,4.5,209,1,29.404875,-98.500104,http://www.kuenstlerbrewing.co…,Brewpubs|Gastropubs|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|,Offers Takeout|Limited Vegetarian Options|Accepts Credit Cards|Outdoor Seating|Moderate Noise|Street Parking|Bike Parking|Waiter Service|Free Wi-Fi|Happy Hour Specials|Beer & Wine Only|Dogs Allowed|Wheelchair Accessible|TV|Women-owned|Covered outdoor seating|,No Reservations|No Delivery|Masks required|Staff wears masks|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Offers Catering|Not Good For Kids|Heated outdoor seating|Private dining|
Second Pitch Beer,11935 Starcrest Dr,San Antonio,TX,78247,(210) 474-0234,,5,19,1,29.547691,-98.462290,https://secondpitchbeer.com,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|,Offers Takeout|Masks required|Staff wears masks|Accepts Credit Cards|Private Lot Parking|Dogs Allowed|Wheelchair Accessible|Gender-neutral restrooms|Open to All|,No Delivery|Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Offers Catering|
The Dooryard,4503 DeZavala RdSte 108,San Antonio,TX,78249,(210) 201-4911,,4,41,1,29.570889,-98.574911,https://thedooryardsa.com,Beer Gardens|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,Closed|1:00 PM - 11:00 PM|1:00 PM - 11:00 PM|1:00 PM - 11:00 PM|1:00 PM - 12:00 AM ()|1:00 PM - 12:00 AM ()|1:00 PM - 10:00 PM|,Masks required|Staff wears masks|Accepts Credit Cards|Accepts Apple Pay|Outdoor Seating|Casual|Good for Groups|Private Lot Parking|Bike Parking|Free Wi-Fi|Beer & Wine Only|Smoking Outside Only|Wheelchair Accessible|TV|Offers Military Discount|Open to All|Heated outdoor seating|,No Happy Hour|Covered outdoor seating|
Freetail Brewing Co,4035 N Loop 1604 WSte 105,San Antonio,TX,78257,(210) 395-4974,$11-30,4,492,1,29.601745,-98.561783,http://www.freetailbrewing.com,Pubs|Pizza|Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|11:00 AM - 10:00 PM|12:00 PM - 10:00 PM|,"Offers Delivery|Offers Takeout|Staff wears masks|Limited Vegetarian Options|Accepts Credit Cards|Classy, Casual|Loud|Good for Groups|Good For Kids|Good for Lunch, Dinner|Private Lot Parking|Bike Parking|Free Wi-Fi|Best nights on Tuesday, Friday, Saturday|Happy Hour Specials|Beer & Wine Only|Dogs Allowed|TV|",No Reservations|Accepts Android Pay|Accepts Apple Pay|Offers Catering|Not Good For Dancing|Not Good For Working|No Pool Table|
Roadmap Brewing,723 N Alamo St,San Antonio,TX,78215,(210) 254-9962,Moderate,4.5,117,1,29.431825,-98.482057,https://www.roadmapbrewing.com,Breweries|,Mon|Tue|Wed|Thu|Fri|Sat|Sun|,4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|4:00 PM - 10:00 PM|12:00 PM - 10:00 PM|12:00 PM - 10:00 PM|,"Offers Delivery|Offers Takeout|Masks required|Staff wears masks|Many Vegetarian Options|Accepts Credit Cards|Moderate Noise|Good For Kids|Good for Working|Street Parking, Private Lot Parking|Bike Parking|Dogs Allowed|Wheelchair Accessible|Offers Military Discount|Open to All|",Accepts Android Pay|Accepts Apple Pay|Accepts Cryptocurrency|Offers Catering|No Happy Hour|
